menu_section,restaurant_object_key,menu_item_name,description,menu_name,price,menu_item_extraction_date,restaurant_proprietary_url,restaurant_url,menu_proprietary_url,menu_source,app_filter,airport,datetime_timestamp,standardized_category,standardized_category_v1,main_category,sub_category,size
The Mains,1704403,Blueberry-buttermilk Pancakes,100% pure new england maple syrup,Brunch,16.0,2025-10-31,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,https://masked.com/,https://www.opentable.com/r/the-grill-room-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Rye Bar Spirits,1704403,"Bulleit Rye, Ky",null,Rye Bar Menu,14.0,2025-10-31,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,https://masked.com/,https://www.opentable.com/r/the-grill-room-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Alcohol and Cocktails,null,null,null
United States,1779147,"Cakebread Cellars, Chardonnay, Napa Valley 2019",null,Drinks Menu,120.0,2025-10-31,http://www.bistrocacao.com,http://www.bistrocacao.com,https://bistrocacao.com/#menu,https://www.opentable.com/r/bistro-cacao-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Wine,null,null,null
Frosty,1397116,Caramel Vanilla Frosty Swirl,"your favorite frosty(r) flavor, chocolate or vanilla, swirled and topped with a sweet caramel sauce. like a cold, creamy candy bar you eat with a spoonor fry.",Menu,4.62,2025-10-31,https://www.wendys.com,https://www.wendys.com,https://menu.wendys.com,https://www.ubereats.com/store/wendys-1320-merritt-blvd/ekB6ViNuTjeLx4UtoUa_0w,false,DCA,2025-11-03T07:02:20.896Z,null,Other,null,null,null
Signature Platters,857296,Carne Deshilada,"shredded steak. sauteed w/ 2 eggs, onion, tomato & green pepper. served w/ rice & salad.",Menu,22.95,2025-10-31,http://www.launionrestaurant.com,http://www.launionrestaurant.com,https://www.fastordernow.com/order/menu/launion?y_source=1_mjqzmty2mzatodywlwxvy2f0aw9ulm1lbnvfdxjs,https://www.opentable.com/r/la-union-arlington,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
White Vino,861324,"Chardonnay, Kendall Jackson - Glass",null,Dinner Menu,8.5,2025-10-31,http://www.olivetreeitalian.com,http://www.olivetreeitalian.com,https://www.toasttab.com/the-olive-tree-glen-burnie,https://www.opentable.com/r/the-olive-tree-glen-burnie,true,DCA,2025-11-03T07:02:20.896Z,null,Wine,null,null,null
Burgers & Sandwiches,1759150,Chesapeake Chicken Sandwich Tossed Salad With Th,grilled chicken topped with cheddar cheese and crab dip. served with choice of side.,Full Menu,4.0,2025-10-31,http://theopi.com,http://theopi.com,null,https://www.yelp.com/biz/the-olde-philadelphia-inn-rosedale,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Chicken,762561,Chicken Bites & Fries Box,"try the crispiest, juiciest, most perfectly seasoned, all-white meat chicken bites in the game served in a box with our famous seasoned fries.*fries are included in the box and not separately",Full Menu,6.59,2025-10-31,https://locations.checkersandrallys.com/md/glen-burnie/1417-n.-crain-hwy.,https://locations.checkersandrallys.com/md/glen-burnie/1417-n.-crain-hwy.,https://www.checkers.com/food/,https://www.yelp.com/biz/checkers-glen-burnie-2,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Chess Pies,2142421,Chocolate Peanut Butter Chess Pie Slice,chocolate and peanut butter. served cold with heating directions.,Full Menu,8.75,2025-10-31,http://www.dangerouspiesbalt.com,http://www.dangerouspiesbalt.com,http://dangerouspies.com/home/?page_id=11,https://www.yelp.com/biz/dangerously-delicious-pies-baltimore,false,DCA,2025-11-03T07:02:20.896Z,null,Desserts,null,null,null
Les Plats Principaux,1779147,Cotelettes D'agneau Roties,"roasted lamb rack, carrot puree, sauteed spinach, roasted sunchokes, lamb jus",Dinner Menu,42.0,2025-10-31,http://www.bistrocacao.com,http://www.bistrocacao.com,https://bistrocacao.com/#menu,https://www.opentable.com/r/bistro-cacao-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Burgers & Sandwiches,1759150,Crispy Chicken Tossed Salad With Ra,chicken breast with a crispy panko coating. served on a toasted pretzel roll.,Full Menu,4.0,2025-10-31,http://theopi.com,http://theopi.com,null,https://www.yelp.com/biz/the-olde-philadelphia-inn-rosedale,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Custom,996684,Custom Salmon,"make your own specialty by starting with our salmon filet and our fresh baked sourdough bun, from there the combinations are endless!",Full Menu,15.5,2025-10-31,http://www.meltgourmetcheeseburgers.com,http://www.meltgourmetcheeseburgers.com,http://www.meltgourmetcheeseburgers.com/menu/,https://www.yelp.com/biz/melt-gourmet-cheeseburgers-leesburg,false,DCA,2025-11-03T07:02:20.896Z,null,Other,null,null,null
Beverages,324535,Fanta Orange,fountain beverage. a product of the coca-cola company.,Full Menu,2.59,2025-10-31,https://www.chick-fil-a.com/locations/va/garrisonville,https://www.chick-fil-a.com/locations/va/garrisonville,https://www.chick-fil-a.com/menu,https://www.yelp.com/biz/chick-fil-a-stafford,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Beverages,2253507,Fanta Orange,(150 cal.),Full Menu,1.79,2025-10-31,http://www.mcdonalds.com,http://www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,https://www.yelp.com/biz/mcdonalds-sterling-7,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Lunch Specials,2092080,Fried Whiting Sandwich (2pcs),served with white or wheat bread,Lunch Menu,10.95,2025-10-31,https://www.oohhsnaahhs.com,https://www.oohhsnaahhs.com,http://oohhsnaahhs.com/menu,https://www.opentable.com/r/oohhs-and-aahhs-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Combo Meals,762561,Fry Lover's Double Combo,"there's no such thing as too many fries. get two hand-seasoned, 100% beef hamburger patties topped with our famous seasoned fries and loaded up with american cheese, dill pickles, ketchup, mustard, and mayonnaise on a toasted sesame seed bun.",Full Menu,11.99,2025-10-31,https://locations.checkersandrallys.com/md/glen-burnie/1417-n.-crain-hwy.,https://locations.checkersandrallys.com/md/glen-burnie/1417-n.-crain-hwy.,https://www.checkers.com/food/,https://www.yelp.com/biz/checkers-glen-burnie-2,false,DCA,2025-11-03T07:02:20.896Z,null,Combo,null,null,null
Starters,2271411,Golden Fried Shrimp In A Basket,with french fries,Carry-out,14.0,2025-10-31,http://www.timbukturestaurant.com,http://www.timbukturestaurant.com,https://www.timbukturestaurant.com/menus/,https://www.opentable.com/r/timbuktu-hanover,true,DCA,2025-11-03T07:02:20.896Z,null,Appetizers,null,null,null
Malbec,509292,"Graffigna G.reserve, 2008, San Juan - 3oz","displays a deep ruby red color and is rich with flavors of blackberry, violet, smoke and chocolate. the finish is long and velvety in texture",Wine List,6.0,2025-10-31,http://ezmedc.com/,http://ezmedc.com/,https://masked.com/,https://www.opentable.com/r/ezme-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Wine,null,null,null
Salads,2271411,Greek Salad - Small,null,Dinner,9.0,2025-10-31,http://www.timbukturestaurant.com,http://www.timbukturestaurant.com,https://www.timbukturestaurant.com/menus/,https://www.opentable.com/r/timbuktu-hanover,true,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
Salads,2271411,Greek Salad - Small,null,Lunch,9.0,2025-10-31,http://www.timbukturestaurant.com,http://www.timbukturestaurant.com,https://www.timbukturestaurant.com/menus/,https://www.opentable.com/r/timbuktu-hanover,true,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
Burritos,1705451,Ground Beef Burrito,null,Menu,17.0,2025-10-31,null,null,http://www.instagram.com/loscaballerosdc/,https://www.opentable.com/r/los-caballeros-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
A La Carte Lunch Specials,1705451,Ground Beef Burrito,null,A La Carte Lunch Specials,15.0,2025-10-31,null,null,http://www.instagram.com/loscaballerosdc/,https://www.opentable.com/r/los-caballeros-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Submarines,2271411,"Ham & Cheese - 8""",null,Carry-out,9.0,2025-10-31,http://www.timbukturestaurant.com,http://www.timbukturestaurant.com,https://www.timbukturestaurant.com/menus/,https://www.opentable.com/r/timbuktu-hanover,true,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Beverages,1740463,Hi-c(r) Fruit Punch,22 oz ice-cold hi-c(r) fruit punch,Full Menu,4.59,2025-10-31,https://theburgerden.com,https://theburgerden.com,https://theburgerden.com/menu-2/,https://www.yelp.com/biz/the-burger-den-waldorf,false,DCA,2025-11-03T07:02:20.896Z,null,Non-Alcoholic Beverages,null,null,null
Flatbreads,2140291,Inside Out,"tomato collie, basil oil",Lunch,14.0,2025-10-31,https://www.lighthousebistro.org,https://www.lighthousebistro.org,https://masked.com/,https://www.opentable.com/r/the-light-house-bistro-annapolis,true,DCA,2025-11-03T07:02:20.896Z,null,Pizzas,null,null,null
Flatbreads,2140291,Inside Out,"mozzarella, tomato coulis, basil oil",Dinner,14.0,2025-10-31,https://www.lighthousebistro.org,https://www.lighthousebistro.org,https://masked.com/,https://www.opentable.com/r/the-light-house-bistro-annapolis,true,DCA,2025-11-03T07:02:20.896Z,null,Pizzas,null,null,null
Kids Meals,692040,Kid's Chicken Burger,come with french fries and soda.,Full Menu,5.99,2025-10-31,http://glenburniewingsandmore.com,http://glenburniewingsandmore.com,https://eat.9fold.me/index.html#/507,https://www.yelp.com/biz/glen-burnie-wings-glen-burnie,false,DCA,2025-11-03T07:02:20.896Z,null,Kids,null,null,null
Main,815449,Lao Pho,"rice noodle, beef, bean sprout, chinese broccoli, scallion.",Full Menu,19.0,2025-10-31,https://www.laosintown.com,https://www.laosintown.com,https://docs.wixstatic.com/ugd/3d46c9_12572da786314c7da5f2a1ed66e2965c.pdf,https://www.yelp.com/biz/laos-in-town-washington-3,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Quick Picks,1986344,"Large Cheese Pizza 14"" Hand Tossed Crust","traditional 14"" hand tossed crust, topped with robust inspired tomato sauce, and cheese made with 100% mozzarella",Menu,15.69,2025-10-31,https://www.dominos.com,https://www.dominos.com,null,https://www.ubereats.com/store/dominos-11937-georgia-ave/4zoubneXV3aK0A1u1CheYw,false,DCA,2025-11-03T07:02:20.896Z,null,Pizzas,null,null,null
Lunch Deals,1754299,Lunch Deal - Chicken Tenders Combo,null,Full Menu,10.99,2025-10-31,https://order.ledopizza.com/menu/ledo-pizza-hunt-valley/,https://order.ledopizza.com/menu/ledo-pizza-hunt-valley/,https://ledopizza.com/store/md-hunt-valley/,https://www.yelp.com/biz/ledo-pizza-cockeysville-4,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Mains,1525694,Mango Cod,"crispy cod filet, garlic flakes, chili-lemon dipping sauce, a side of spicy pickled mango and cashew salad.",Menu,19.0,2025-10-31,null,null,null,https://www.ubereats.com/store/duangrats-thai-restaurant/7Ahr3pU0U1KqMLX9ZFusZQ,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Signature Sides And Sauces,1195743,Mashed Potatoes With Cajun Gravy,velvety mashed potatoes smothered in savory cajun-style gravy. a rich indulgence.,Popeyes.,4.19,2025-10-31,null,null,null,https://www.ubereats.com/store/popeyes-louisiana-kitchen-5896-leesburg-pike/vuuKbEerVry3-kw3_WdkYA,false,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
Men's Clothing,1677233,"Men's Sonneti French Terry 7"" Brom Shorts (large)",null,Main Menu,20.0,2025-10-31,null,null,null,https://www.ubereats.com/store/jd-sports-montgomery-mall/qOakzAsdWcOXhAPdHSG3nQ,false,DCA,2025-11-03T07:02:20.896Z,null,Other,null,null,null
Favorites,991494,Mozzarella Sticks (6 Ea.),"stretchy, cheesy, melty mozzarella that's battered and fried. served with a marinara sauce for dipping. visit arbys.com for nutritional and allergen information.",Full Menu,7.39,2025-10-31,http://www.arbys.com,http://www.arbys.com,https://arbys.com/our-menu/featured,https://www.yelp.com/biz/arbys-dulles,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Sides & Snacks,991494,Mozzarella Sticks (6 Ea.),"stretchy, cheesy, melty mozzarella that's battered and fried. served with a marinara sauce for dipping. visit arbys.com for nutritional and allergen information.",Full Menu,7.39,2025-10-31,http://www.arbys.com,http://www.arbys.com,https://arbys.com/our-menu/featured,https://www.yelp.com/biz/arbys-dulles,false,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
Turkish,509292,"Narince Prestige, 2008, Cappadocia - 6oz","narince is an indigenous anatolian white grape variety with strong distinctive aromatic character and ability to integrate with oak. this wine has a flavors of white flowers, citrus fruits and elegant oak barrel with buttery structure",Wine List,15.0,2025-10-31,http://ezmedc.com/,http://ezmedc.com/,https://masked.com/,https://www.opentable.com/r/ezme-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Other,null,null,null
Single Malts,1779147,Oban 14 Years,null,Dessert Menu,16.0,2025-10-31,http://www.bistrocacao.com,http://www.bistrocacao.com,https://bistrocacao.com/#menu,https://www.opentable.com/r/bistro-cacao-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Alcohol and Cocktails,null,null,null
Mains,1745531,Pasture-raised Roasted Chicken,whipped sweet potatoes | crispy brussels sprouts | pan sauce,Lunch Menu,25.0,2025-10-31,https://www.hilton.com/en/hotels/mclmhhh-hilton-mclean-tysons-corner/dining/,https://www.hilton.com/en/hotels/mclmhhh-hilton-mclean-tysons-corner/dining/,https://www3.hilton.com/en/hotels/virginia/hilton-mclean-tysons-corner-mclmhhh/dining/index.html,https://www.opentable.com/r/harth-mclean,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Farm & Field,1745531,Pasture-raised Roasted Chicken,crispy brussels sprouts | sweet potato puree | pan sauce,Dinner Menu,29.0,2025-10-31,https://www.hilton.com/en/hotels/mclmhhh-hilton-mclean-tysons-corner/dining/,https://www.hilton.com/en/hotels/mclmhhh-hilton-mclean-tysons-corner/dining/,https://www3.hilton.com/en/hotels/virginia/hilton-mclean-tysons-corner-mclmhhh/dining/index.html,https://www.opentable.com/r/harth-mclean,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Craft Pizzas,1754299,"Pepperoni Lover's Pizza 8""","a traditional ledo pizza topped with thick-cut pepperoni, thinly sliced beef pepperoni and melted smoked provolone cheese.",Full Menu,11.49,2025-10-31,https://order.ledopizza.com/menu/ledo-pizza-hunt-valley/,https://order.ledopizza.com/menu/ledo-pizza-hunt-valley/,https://ledopizza.com/store/md-hunt-valley/,https://www.yelp.com/biz/ledo-pizza-cockeysville-4,false,DCA,2025-11-03T07:02:20.896Z,null,Pizzas,null,null,null
Chicken Burgers,1740463,Pig 'n' Chicken Burger,"a seasoned grilled chicken breast with swiss cheese, bacon, lettuce, tomato, red onions and pickles on a brioche bun with a side of honey mustard.",Full Menu,17.19,2025-10-31,https://theburgerden.com,https://theburgerden.com,https://theburgerden.com/menu-2/,https://www.yelp.com/biz/the-burger-den-waldorf,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Burgers & Sandwiches,1759150,Seafood Club Sandwich Broccoli,"opi original. triple decker delight with breaded shrimp and backfin crab cake. lettuce, tomato, mayo, bacon, swiss and american cheese complete the club. served with choice of side.",Full Menu,2.5,2025-10-31,http://theopi.com,http://theopi.com,null,https://www.yelp.com/biz/the-olde-philadelphia-inn-rosedale,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Wraps And Salads,101093,Shrimp Wrap,"flour tortilla with a layer of guacamole and sour cream. stuffed with lettuce, pico de gallo and chesse",Full Menu,15.5,2025-10-31,https://www.labrasarockville.com,https://www.labrasarockville.com,https://www.labrasarockville.com/menu,https://www.yelp.com/biz/la-brasa-latin-cuisine-rockville,false,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
Sides,1424298,Side Of Tortillas,"soft, warm tortillas served on the side.",Menu,1.5,2025-10-31,https://www.ezcater.com/catering/pvt/guajillo-chalateco-3,https://www.ezcater.com/catering/pvt/guajillo-chalateco-3,null,https://www.ubereats.com/store/guajillo-chalateco/wCbvW9IWSb2T2C5qBdZKUg,false,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
Sandwiches,1201756,Spicy Italian,"spicy pepperoni, genoa salami, provolone cheese, jalapenos, lettuce, tomatoes, onions & mayo served on our freshly baked artisan bread.",Full Menu,7.69,2025-10-31,https://restaurants.subway.com/united-states/va/alexandria/1470-n-beauregard-st,https://restaurants.subway.com/united-states/va/alexandria/1470-n-beauregard-st,http://www.subway.com/en-us/menunutrition,https://www.yelp.com/biz/subway-alexandria-80,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Omelet / Tofu Scramble,1046848,Spinach Omelet,"mozzarella, tomato, spinach, onion and peppers",Brunch,11.0,2025-10-31,https://www.wickedsistershampden.com,https://www.wickedsistershampden.com,https://masked.com/,https://www.opentable.com/r/wicked-sisters-hampden,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Meat Market,1200339,Steak Suya (large),tender grilled steak seasoned with our suya spice blend,Full Menu (3po),40.0,2025-10-31,http://spicekitchengrill.com,http://spicekitchengrill.com,null,https://www.toasttab.com/local/order/spicekitchengrill/r-acccc93c-5760-4c1d-8e40-4d34ac54b1a0,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Traditional Sandwich Platter,1779147,Traditional Sandwich Platter - 6 Ppl,null,Takeout / Delivery,120.0,2025-10-31,http://www.bistrocacao.com,http://www.bistrocacao.com,https://bistrocacao.com/#menu,https://www.opentable.com/r/bistro-cacao-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Savory Pies,2142421,Vegan Chili Pie Slice,"white rice, various roasted vegetables, spices, and a rich tomato sauce. delivered cold with heating directions.",Full Menu,9.75,2025-10-31,http://www.dangerouspiesbalt.com,http://www.dangerouspiesbalt.com,http://dangerouspies.com/home/?page_id=11,https://www.yelp.com/biz/dangerously-delicious-pies-baltimore,false,DCA,2025-11-03T07:02:20.896Z,null,Desserts,null,null,null
Vegan Salad,815449,Vegan Crispy Rice Salad,"gluten free : spicy : rice, red onion, scallion, cilantro, ginger, peanut.",Full Menu,16.0,2025-10-31,https://www.laosintown.com,https://www.laosintown.com,https://docs.wixstatic.com/ugd/3d46c9_12572da786314c7da5f2a1ed66e2965c.pdf,https://www.yelp.com/biz/laos-in-town-washington-3,false,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
Craft Pizzas,1754299,"Veggie Pizza 8""","our veggie pizza is topped with mushrooms, onions, and green peppers.",Full Menu,12.74,2025-10-31,https://order.ledopizza.com/menu/ledo-pizza-hunt-valley/,https://order.ledopizza.com/menu/ledo-pizza-hunt-valley/,https://ledopizza.com/store/md-hunt-valley/,https://www.yelp.com/biz/ledo-pizza-cockeysville-4,false,DCA,2025-11-03T07:02:20.896Z,null,Pizzas,null,null,null
Chips Sides,764367,Zapp's Mesquite Bar-b-que Chips,null,Full Menu,2.79,2025-10-31,https://www.potbelly.com/,https://www.potbelly.com/,https://potbelly.com/locations/maryland/silver-spring,https://www.yelp.com/biz/potbelly-sandwich-shop-silver-spring,false,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
Chips Sides,764367,Zapp's Salt & Vinegar Chips,null,Full Menu,2.79,2025-10-31,https://www.potbelly.com/,https://www.potbelly.com/,https://potbelly.com/locations/maryland/silver-spring,https://www.yelp.com/biz/potbelly-sandwich-shop-silver-spring,false,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
Chicken,2253507,10 Pc. Chicken Mcnuggets,(410 cal.),Full Menu,6.46,2025-10-31,http://www.mcdonalds.com,http://www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,https://www.yelp.com/biz/mcdonalds-sterling-7,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Individual Items,2253507,10 Pc. Chicken Mcnuggets,(410 cal.),Full Menu,6.46,2025-10-31,http://www.mcdonalds.com,http://www.mcdonalds.com,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=PS:GCM_MOP:NB::Yelp:All,https://www.yelp.com/biz/mcdonalds-sterling-7,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Tacos,826575,Black Bean Chalupa Supreme,"a warm-and-flaky flatbread shell filled with slow-simmered black beans, lettuce, diced tomatoes, a blend of mozzarella, pepperjack, and cheddar cheeses, and reduced-fat sour cream. item is lacto-ovo, allowing for dairy & egg consumption. preparation methods may lead to cross contact with meat. see ta.co for full details.",Full Menu,6.09,2025-10-31,http://www.tacobell.com,http://www.tacobell.com,https://www.tacobell.com/food/specialties/power-menu-bowl,https://www.yelp.com/biz/taco-bell-college-park,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Veggie Cravings,826575,Black Bean Chalupa Supreme,"a warm-and-flaky flatbread shell filled with slow-simmered black beans, lettuce, diced tomatoes, a blend of mozzarella, pepperjack, and cheddar cheeses, and reduced-fat sour cream. item is lacto-ovo, allowing for dairy & egg consumption. preparation methods may lead to cross contact with meat. see ta.co for full details.",Full Menu,6.09,2025-10-31,http://www.tacobell.com,http://www.tacobell.com,https://www.tacobell.com/food/specialties/power-menu-bowl,https://www.yelp.com/biz/taco-bell-college-park,false,DCA,2025-11-03T07:02:20.896Z,null,Other,null,null,null
Burgers & Sandwiches,1759150,Cheesesteak Sub Sandwich French Fries,steak topped with provolone and served on a toasted sub roll with your choice of fixings. served with choice of side.,Full Menu,2.5,2025-10-31,http://theopi.com,http://theopi.com,null,https://www.yelp.com/biz/the-olde-philadelphia-inn-rosedale,false,DCA,2025-11-03T07:02:20.896Z,null,Sandwiches & Burgers,null,null,null
Starters,1167950,Chilled Beets And Aspargus,"white and red beets, goat cheese, and chilled asparagus with a citrus vinaigrette",Main Menu,11.0,2025-10-31,http://www.cafesoleildc.com/,http://www.cafesoleildc.com/,https://masked.com/,https://www.opentable.com/r/cafe-soleil,true,DCA,2025-11-03T07:02:20.896Z,null,Appetizers,null,null,null
Breakfast,2170127,Chocolate Chip Muffie,"340 cal. freshly baked muffie flavored with semisweet chocolate chips. allergens: contains wheat, soy, milk, egg","{""type"":""breakfast"",""updatedat"":""2024-08-14t08:54:z"",""storeid"":""600781""}",3.29,2025-10-31,null,null,https://www.panerabread.com/en-us/menu-categories/freshly-baked-breads.html,https://www.yelp.com/biz/panera-bread-fairfax-2,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Vegetarian,2170127,Chocolate Chip Muffie,"340 cal. deliciously crafted muffie flavored with semisweet chocolate chips. allergens: contains wheat, soy, milk, egg","{""type"":""breakfast"",""updatedat"":""2024-08-14t08:54:z"",""storeid"":""600781""}",3.29,2025-10-31,null,null,https://www.panerabread.com/en-us/menu-categories/freshly-baked-breads.html,https://www.yelp.com/biz/panera-bread-fairfax-2,false,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
Bakery,2170127,Chocolate Chip Muffie,"340 cal. deliciously crafted muffie flavored with semisweet chocolate chips. allergens: contains wheat, soy, milk, egg","{""type"":""breakfast"",""updatedat"":""2024-08-14t08:54:z"",""storeid"":""600781""}",3.29,2025-10-31,null,null,https://www.panerabread.com/en-us/menu-categories/freshly-baked-breads.html,https://www.yelp.com/biz/panera-bread-fairfax-2,false,DCA,2025-11-03T07:02:20.896Z,null,Desserts,null,null,null
Little Flirt (our Appetizers),1152899,Chowpatty,famous bombay street food. puffed rice with tamarind blend of mint and cilantro,Main Menu,8.0,2025-10-31,http://www.lemirch.com/,http://www.lemirch.com/,https://masked.com/,https://www.opentable.com/r/le-mirch,true,DCA,2025-11-03T07:02:20.896Z,null,Appetizers,null,null,null
Starters,1081899,Classic Caesar Salad,"anchovy, garlic croutons, parmesan cheese",Dinner,16.0,2025-10-31,https://rosemarydc.com,https://rosemarydc.com,http://rosemarydc.com,https://www.opentable.com/r/rosemary-bistro-cafe-washington-district-of-columbia,true,DCA,2025-11-03T07:02:20.896Z,null,Appetizers,null,null,null
Starters,1081899,Classic Caesar Salad,"anchovy, garlic croutons, parmesan cheese",Lunch,16.0,2025-10-31,https://rosemarydc.com,https://rosemarydc.com,http://rosemarydc.com,https://www.opentable.com/r/rosemary-bistro-cafe-washington-district-of-columbia,true,DCA,2025-11-03T07:02:20.896Z,null,Appetizers,null,null,null
Starters,858823,Classic Caesar Salad,with parmesan cheese and baked croutons,Dinner,10.0,2025-10-31,http://www.persimmonrestaurant.com/,http://www.persimmonrestaurant.com/,null,https://www.opentable.com/persimmon,true,DCA,2025-11-03T07:02:20.896Z,null,Appetizers,null,null,null
Appetizers And Salads,643176,Classic Caesar Salad,"romaine lettuce, shaved parmesan cheese, garlic croutons & caesar dressing",Lunch Menu,13.0,2025-10-31,http://www.lenfantbarandgrill.com,http://www.lenfantbarandgrill.com,http://places.singleplatform.com/lenfant-plaza-hotel/menu,https://www.opentable.com/r/lenfant-bar-and-grill-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Appetizers,null,null,null
Gourmet Plates,1081899,Classic Caesar Salad,"choice of chicken, shrimp, or tuna",Lunch,26.0,2025-10-31,https://rosemarydc.com,https://rosemarydc.com,http://rosemarydc.com,https://www.opentable.com/r/rosemary-bistro-cafe-washington-district-of-columbia,true,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Salads,1986344,Classic Garden,"a crisp and colorful combination of grape tomatoes, red onion, carrots, red cabbage, cheddar cheese and brioche garlic croutons, all atop a blend of romaine and iceberg lettuce.",Menu,8.29,2025-10-31,https://www.dominos.com,https://www.dominos.com,null,https://www.ubereats.com/store/dominos-11937-georgia-ave/4zoubneXV3aK0A1u1CheYw,false,DCA,2025-11-03T07:02:20.896Z,null,Soups & Salads,null,null,null
Rotisserie,101093,Combo 1,1 whole chicken and 3 sides.,Full Menu,24.95,2025-10-31,https://www.labrasarockville.com,https://www.labrasarockville.com,https://www.labrasarockville.com/menu,https://www.yelp.com/biz/la-brasa-latin-cuisine-rockville,false,DCA,2025-11-03T07:02:20.896Z,null,Entrées,null,null,null
Our Sweets,1704403,Cookie Plate,"chocolate chip, lemon sugar, crunchy peanut butter, triple chocolate crinkle",Desserts - Dinner,8.0,2025-10-31,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,http://www.rosewoodhotels.com/en/washington-dc/dining/the-grill-room,https://masked.com/,https://www.opentable.com/r/the-grill-room-washington,true,DCA,2025-11-03T07:02:20.896Z,null,Desserts,null,null,null
Sides,826575,Crispy Chicken Strips 4pk,"four premium all-white meat crispy chicken strips, marinated with bold mexican spices, and tossed in a crunchy tortilla chip coating. served with spicy ranch sauce.",Full Menu,9.26,2025-10-31,http://www.tacobell.com,http://www.tacobell.com,https://www.tacobell.com/food/specialties/power-menu-bowl,https://www.yelp.com/biz/taco-bell-college-park,false,DCA,2025-11-03T07:02:20.896Z,null,Sides,null,null,null
