restaurant_name,country,city,address,formatted_address,latitude,longitude,state_or_province,restaurant_extraction_date,zip_or_postal_code,style,cuisines,restaurant_type,rating_value,review_count,phone,restaurant_proprietary_url,restaurant_url,menu_proprietary_url,price_range,takeout,alcohol_service,waiter_service,owner_verification,menu_source,source_restaurant_name,menu_last_updated_by_source,restaurant_source,yelp_menu_provider,restaurant_object_key,distance,app_filter,airport,catering_service,datetime_timestamp
Tom's Barbecue,United States Of America,MEMPHIS,"4087 New Getwell Rd, Memphis, Tn 38118, 6016",4087 New Getwell Rd,35.03699,-89.93744,TENNESSEE,2026-02-28,38118,Halal,"halal, barbecue, bbq joint, sandwich, bbq, dining and drinking, salads, american, barbeque, restaurant",QSR,4.2,274,+1 901-365-6690,,,,$$,Yes,No,Yes,,https://www.chownow.com/order/41470/locations/62812,Tom's Barbecue,,chownow,,2138776,2.2554789088151868,true,MEM,,2026-03-07T05:19:15.522Z
Hyderabad Biryani & More,United States Of America,MEMPHIS,"3675 Southwind Park Cv Ste 105 Memphis, Tn",3675 Southwind Park Cv Ste 105,35.04826,-89.76436000000001,TENNESSEE,2026-02-28,38125,Vegetarian,"vegetarian, indian restaurant, dining and drinking, asian, restaurant, indian",Casual Dining,4.233853006681516,900,+1 901-425-4873,https://www.hb-memphis.com,https://www.hb-memphis.com,https://www.hb-memphis.com/Menu?promos=1,$$,Yes,No,Yes,,https://www.clover.com/online-ordering/1AQ0AJJPZ9P51?slug=false,Hyderabad Biryani & More,,clover,,2100564,12.043120002755051,true,MEM,,2026-03-07T05:19:15.522Z
ENV,United States Of America,MEMPHIS,"815 Exocet Dr,, Tn, Memphis, 38018, 2257, United States",815 Exocet Dr,35.14788,-89.79778,TENNESSEE,2026-02-28,38018,Lounges,"lounges, lounge, breakfast & brunch",Casual Dining,3.8,23,+1 901-765-5570,,,,$,No,Yes,Yes,,https://www.clover.com/online-ordering/6M1CEYJ9Z4211?slug=false,ENV,,clover,,2476560,12.473288909344348,true,MEM,,2026-03-07T05:19:15.522Z
LILYS BAKERY & CATERING,United States Of America,MEMPHIS,"4000 Summer Ave Ste 106 Memphis, Tn",4000 Summer Ave Ste 106,35.149515,-89.92776,TENNESSEE,2026-02-28,38122,Bakeries,"bakeries, desserts, custom cakes",,,0,+1 901-462-6179,https://lilysbakeryandcatering.com,https://lilysbakeryandcatering.com,,$$,No,No,Yes,,https://www.clover.com/online-ordering/9185GQMV51031?slug=false,LILYS BAKERY & CATERING,,clover,,1528548,7.8856805219006825,true,MEM,,2026-03-07T05:19:15.522Z
LEVEE CREAMERY LLC,United States Of America,COLLIERVILLE,"2059 S Houston Levee Rd Suite 116 Suite 116, Collierville, Tn",2059 S Houston Levee Rd Suite 116 Suite 116,35.094339,-89.730683,TENNESSEE,2026-02-28,38139,Ice Cream Parlor,"ice cream parlor, coffee & tea, dessert shop, dining and drinking, ice cream & frozen yogurt",,4.7,18,+1 901-221-7601,,,https://leveecreamery.com/our-menu,$,Yes,No,Yes,,https://www.clover.com/online-ordering/B6HW6QG941X31?slug=false,LEVEE CREAMERY LLC,,clover,,1889591,14.393783985825335,true,MEM,,2026-03-07T05:19:15.522Z
Nam Cafe,United States Of America,MEMPHIS,"8050 Dexter Rd Ste 101 Memphis, Tn",8050 Dexter Rd Ste 101,35.17363,-89.7947915,TENNESSEE,2026-02-28,38016,Vietnamese Restaurant,"vietnamese restaurant, bubble tea, asian restaurant, cafes, dining and drinking, juice bars & smoothies, pho, restaurant, vietnamese",Casual Dining,,0,+1 714-264-1903,,,,$$,Yes,No,Yes,,https://www.clover.com/online-ordering/C7QAA4VMY86D1?slug=false,Nam Cafe,,clover,,2453458,13.710292675786254,true,MEM,,2026-03-07T05:19:15.522Z
MEANS WINGZ & THINGZ,United States Of America,MEMPHIS,3455 North Watkins Street,3455 North Watkins Street,35.219849999999994,-90.003665,TENNESSEE,2026-02-28,38127,American,"american, burgers, wings",,4.242424242424244,58,+1 901-353-1945,,,,$$$,Yes,No,Yes,,https://www.clover.com/online-ordering/EY9NATPM69XC1?slug=false,MEANS WINGZ & THINGZ,,clover,,1367193,12.326624160290129,true,MEM,,2026-03-07T05:19:15.522Z
ROCKET GREENS AND THINGS,United States Of America,MEMPHIS,"2123 W Linden Ave, Memphis, 38104, Tn",2123 W Linden Ave,35.13238,-90.00466,TENNESSEE,2026-02-28,38104,Generic Restaurant,,,,0,+1 901-590-2829,,,,$$,No,No,Yes,,https://www.clover.com/online-ordering/NR9RECBZCDBD1?slug=false,ROCKET GREENS AND THINGS,,clover,,2462296,6.4011027624796215,true,MEM,,2026-03-07T05:19:15.522Z
TNL NAIL SUPPLIES,United States Of America,MEMPHIS,"7175 Stage Road, Memphis, 38133, Tn",7175 Stage Road,35.20315,-89.82411,TENNESSEE,2026-02-28,38133,Generic Restaurant,,,,0,+1 901-209-8888,,,,$$$$,No,No,Yes,,https://www.clover.com/online-ordering/Q023XAJRZ2F31?slug=false,TNL NAIL SUPPLIES,,clover,,2448219,14.051144614307255,true,MEM,,2026-03-07T05:19:15.522Z
STREET TACOS,United States Of America,OAKLAND,"200 Chickasaw Ridge Dr Ste 10 Oakland, Tn",200 Chickasaw Ridge Dr Ste 10,35.22688,-89.52433,TENNESSEE,2026-02-28,38060,Mexican,"mexican, tapas bars, comfort food",Casual Dining,,0,+1 901-235-7235,,,,$,No,No,Yes,,https://www.clover.com/online-ordering/SCV32110VTD46?slug=false,STREET TACOS,,clover,,2448371,28.598847178656378,true,MEM,,2026-03-07T05:19:15.522Z
GARIBALDI'S TAQUERIA,United States Of America,MEMPHIS,"5967 Knight Arnold Road Ext, Memphis, Tn 38115, 3201",5967 Knight Arnold Road Ext,35.06027,-89.86438,TENNESSEE,2026-02-28,38115,New Mexican,"new mexican, latin american, mexican, dining and drinking, mexican restaurant, restaurant",,,0,+1 901-370-5820,,,,$$,Yes,No,Yes,,https://www.clover.com/online-ordering/V0QA5PTWXEN01?slug=false,GARIBALDI'S TAQUERIA,,clover,,2563276,6.483380171896537,true,MEM,,2026-03-07T05:19:15.522Z
CHAKKA AUR CHAAT,United States Of America,MEMPHIS,"4491 Poplar Avenue, Memphis, 38117, 3717, Tennessee",4491 Poplar Avenue,35.11795,-89.91236,TENNESSEE,2026-02-28,38117,Generic Restaurant,,,,0,+1 281-638-7909,,,,$,No,No,Yes,,https://www.clover.com/online-ordering/ZW68V8BRBEP11?slug=false,CHAKKA AUR CHAAT,,clover,,2460463,6.355432019529678,true,MEM,,2026-03-07T05:19:15.522Z
HAROLDS FISH AND CHICKEN,United States Of America,MEMPHIS,5181 Winchester Road,5181 Winchester Road,35.050245000000004,-89.890965,TENNESSEE,2026-02-28,38118,Fish,"fish, black-owned, dessert, chicken, fried chicken, comfort food, fish and chips, wings",,0.0,0,+1 901-585-0954,,,,$$,Yes,No,Yes,,https://www.haroldsfishandchickenmemphis.com/order,HAROLDS FISH AND CHICKEN,,menufy,,2482117,4.888626262891497,true,MEM,,2026-03-07T05:19:15.522Z
Mollie Fontaine Lounge,United States Of America,MEMPHIS,"679 Adams Avenue, Victorian Village, Tn, Memphis, 38105, United States","679 Adams Avenue, Victorian Village",35.14435,-90.03803,TENNESSEE,2026-02-28,38105,Music Venue,"music venue, international, performing arts venue, dining and drinking, bar, arts and entertainment, american, cocktail bar",Fine Dining,4.4,117,+1 901-524-1886,http://www.dosushimemphis.com/,http://www.dosushimemphis.com/,,$$,No,Yes,Yes,,https://www.opentable.com/mollie-fontaine-lounge,Mollie Fontaine Lounge,2022-02-03T00:00:00.000Z,opentable,,1760581,7.8397128297177385,true,MEM,,2026-03-07T05:19:15.522Z
The Archives Bar & Bistro,United States Of America,MEMPHIS,"179 Madison Ave,, Tn, Memphis, 38103, United States",179 Madison Ave,35.14422,-90.05031,TENNESSEE,2026-02-28,38103,Sandwiches,"sandwiches, bistro, breakfast & brunch, bars, beer restaurants, bar, dining bars, french, american",Fine Dining,4.4,7,+1 901-526-0002,https://hotelnapoleonmemphis.com/the-archives,https://hotelnapoleonmemphis.com/the-archives,https://hotelnapoleonmemphis.com/the-archives/menu/,$$,No,No,Yes,,https://www.opentable.com/r/the-archives-bar-and-bistro-memphis,The Archives Bar & Bistro,2025-02-12T00:00:00.000Z,opentable,,1839982,8.164389592653546,true,MEM,,2026-03-07T05:19:15.522Z
abbays Southaven,United States Of America,SOUTHAVEN,7084 Southcrest Pkwy,7084 Southcrest Pkwy,34.96393,-89.99397,MISSISSIPPI,2026-02-28,38671,Restaurant,"restaurant, gastropub, american restaurant, american (new), dining and drinking, fast food, american, american southern, southern, fast food restaurant",QSR,4.0,0,+1 662-510-5532,http://abbays.com/,http://abbays.com/,http://abbays.com/menu,$,Yes,Yes,Yes,,https://www.toasttab.com/local/order/abbay-s-southaven-4-7084-southcrest-parkway/r-9504ced5-e87e-449b-82e2-abf4b913b0a1,abbays Southaven,,toasttab,,2234731,5.498995146626704,true,MEM,,2026-03-07T05:19:15.522Z
Chings Hot Wings,United States Of America,MEMPHIS,1264 Getwell Rd,1264 Getwell Rd,35.09721,-89.93049,TENNESSEE,2026-02-28,38111,Wings Joint,"wings joint, chicken wings, pub, chicken, bar, dining and drinking, comfort food, american, wings, restaurant, fast food restaurant",QSR,4.1,0,+1 901-743-5545,http://chingshotwings.blogspot.com/p/menu.html,http://chingshotwings.blogspot.com/p/menu.html,http://chingshotwings.blogspot.com/p/menu.html,$,Yes,No,Yes,,https://www.toasttab.com/local/order/chings-hot-wings/r-8d0544b7-f66e-45bd-96b9-6f24b7df684f,Chings Hot Wings,,toasttab,,2467035,4.595208151706885,true,MEM,,2026-03-07T05:19:15.522Z
El Mero Taco Mobile,United States Of America,MEMPHIS,489 Leonora Drive,489 Leonora Drive,35.14444,-89.89265,TENNESSEE,2026-02-28,38117,Mexican,mexican,,,0,+1 901-308-1661,,,,$,No,No,Yes,,https://www.toasttab.com/local/order/el-mero-trailer/r-f9711eb5-cdfc-473a-b75c-12bd340d298c,El Mero Taco Mobile,,toasttab,,2462573,8.492582015545864,true,MEM,,2026-03-07T05:19:15.522Z
The Rock'n Hog,United States Of America,MARKED TREE,203 Newsom,203 Newsom,35.52936,-90.43291,ARKANSAS,2026-02-28,72365,American,american,,,0,+1 870-919-3438,,,,$,No,No,Yes,,https://www.toasttab.com/local/order/the-rock-n-hog/r-13685994-da8a-4184-aeea-f1793eab05e3,The Rock'n Hog,,toasttab,,2445419,42.33145981827497,true,MEM,,2026-03-07T05:19:15.522Z
Tonys Trophy Room,United States Of America,COLLIERVILLE,"929 W Poplar Ave, Collierville, Tn 38017, 2597",929 W Poplar Ave,35.045784,-89.6936515,TENNESSEE,2026-02-28,38017,Burgers,"burgers, sandwiches, american restaurant, new american, dining and drinking, bar, grill, american, restaurant",Casual Dining,3.5,47,+1 901-457-7134,http://www.tonystrophyroom.com,http://www.tonystrophyroom.com,https://www.tonystrophyroom.com/menu,$$,Yes,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g54964-d6375977-Reviews-Tonys_Trophy_Room-Collierville_Tennessee.html,Tonys Trophy Room,,tripadvisor,,1005171,16.046947773461405,true,MEM,,2026-03-07T05:19:15.522Z
Lennys Grill & Subs,United States Of America,MEMPHIS,"3750 Hacks Cross Rd, Suite 103 Suite 103, Memphis, Tn","3750 Hacks Cross Rd, Suite 103 Suite 103",35.0463825,-89.79474450000001,TENNESSEE,2026-02-28,38125,Sandwiches,"sandwiches, sandwich, deli, dining and drinking, restaurant",,4.0,7,+1 901-758-0273,https://order.lennys.com/menu/lennys-grill-subs-152/,https://order.lennys.com/menu/lennys-grill-subs-152/,https://order.lennys.com/menu/lennys-grill-subs-152/,$,No,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g55197-d3476203-Reviews-Lennys_Grill_Subs-Memphis_Tennessee.html,Lennys Grill & Subs,,tripadvisor,,2369044,10.317550363624902,true,MEM,,2026-03-07T05:19:15.522Z
Broadway Pizza,United States Of America,MEMPHIS,"2581 Broad Ave, Memphis, Tn 38112, 2615",2581 Broad Ave,35.147642000000005,-89.97334000000001,TENNESSEE,2026-02-28,38112,Italian,"italian, pizzeria, pasta, dining and drinking, comfort food, american, restaurant, pizza",Casual Dining,3.4,66,+1 901-454-7930,http://www.broadwaypizzamemphis.com/,http://www.broadwaypizzamemphis.com/,,$,No,Yes,Yes,,https://www.tripadvisor.com/Restaurant_Review-g55197-d441006-Reviews-Broadway_Pizza-Memphis_Tennessee.html,Broadway Pizza,,tripadvisor,,2525865,7.256074895647603,true,MEM,,2026-03-07T05:19:15.522Z
The Blue Monkey,United States Of America,MEMPHIS,"2012 Madison Ave Midtown, Memphis, Tn 38104, 2713",2012 Madison Ave Midtown,35.1372485,-89.99411,TENNESSEE,2026-02-28,38104,Burgers,"burgers, sandwiches, bars, pub, bar, grill, dining and drinking, american",Casual Dining,3.4,26,+1 901-272-2583,,,https://bluemonkeymemphis.com/our-menu.php,$$,No,No,Yes,Updated 3 months ago,https://www.tripadvisor.com/Restaurant_Review-g55197-d441032-Reviews-The_Blue_Monkey-Memphis_Tennessee.html,The Blue Monkey,,tripadvisor,,2477568,6.611392966775891,true,MEM,,2026-03-07T05:19:15.522Z
Jack Pirtle Fried Chicken,United States Of America,MEMPHIS,"1370 Poplar Ave, Memphis, Tn 38104, 2042",1370 Poplar Ave,35.14423,-90.01469,TENNESSEE,2026-02-28,38104,Fried Chicken Joint,"fried chicken joint, chicken wings, dining and drinking, fast food, american, restaurant, fast food restaurant",QSR,3.7,42,+1 901-726-6086,http://jackpirtleschicken.com,http://jackpirtleschicken.com,,$,Yes,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g55197-d441127-Reviews-Jack_Pirtle_Fried_Chicken-Memphis_Tennessee.html,Jack Pirtle Fried Chicken,,tripadvisor,,2475005,7.341565757613568,true,MEM,,2026-03-07T05:19:15.522Z
Number One Chinese Kitchen,United States Of America,MEMPHIS,"1219 Getwell Rd, Memphis, Tn 38111, 7315",1219 Getwell Rd,35.09825,-89.93158,TENNESSEE,2026-02-28,38111,Asian Fusion,"asian fusion, asian restaurant, dining and drinking, chinese restaurant, seafood, asian, chinese, restaurant",,1.5,2,+1 901-327-3838,http://numberonechinese.weebly.com/,http://numberonechinese.weebly.com/,http://numberonechinese.weebly.com/menu.html,$,No,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g55197-d476378-Reviews-Number_One_Chinese_Kitchen-Memphis_Tennessee.html,Number One Chinese Kitchen,,tripadvisor,,1084760,4.619850153527959,true,MEM,,2026-03-07T05:19:15.522Z
Dino's Grill,United States Of America,MEMPHIS,"645 N Mclean Blvd, Memphis, Tn 38107, 5112",645 N Mclean Blvd,35.155294999999995,-89.99732499999999,TENNESSEE,2026-02-28,38107,Italian,"italian, italian restaurant, restaurant, pasta, dining and drinking, comfort food, southern",Casual Dining,4.0,62,+1 901-278-9127,http://www.dinosgrill.com,http://www.dinosgrill.com,http://www.dinosgrill.com/#services,$$,No,Yes,Yes,,https://www.tripadvisor.com/Restaurant_Review-g55197-d476478-Reviews-Dino_s_Grill-Memphis_Tennessee.html,Dino's Grill,,tripadvisor,,467996,7.868699510351925,true,MEM,,2026-03-07T05:19:15.522Z
Las Delicias,United States Of America,MEMPHIS,"4002 Park Ave, Memphis, Tn 38111, 7404",4002 Park Ave,35.10772,-89.92915,TENNESSEE,2026-02-28,38111,Cocktail Bars,"cocktail bars, sandwiches, mexican, latin, dining and drinking, mexican restaurant, restaurant",Casual Dining,4.2,86,+1 901-458-9264,http://www.lasdeliciasrestaurant.com,http://www.lasdeliciasrestaurant.com,http://www.lasdeliciasrestaurant.com/menu.html,$,Yes,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g55197-d4834119-Reviews-Las_Delicias-Memphis_Tennessee.html,Las Delicias,,tripadvisor,,976572,5.245597931940558,true,MEM,,2026-03-07T05:19:15.522Z
Las Delicias,United States Of America,MEMPHIS,"5689 Quince Rd, Memphis, Tn 38119, 7017",5689 Quince Rd,35.088575,-89.873407,TENNESSEE,2026-02-28,38119,Cocktail Bars,"cocktail bars, sandwiches, mexican, dining and drinking, mexican restaurant, restaurant",Casual Dining,3.3,56,+1 901-800-2873,http://www.lasdeliciasrestaurant.com,http://www.lasdeliciasrestaurant.com,http://www.lasdeliciasrestaurant.com/menu.html,$,Yes,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g55197-d5007626-Reviews-Las_Delicias-Memphis_Tennessee.html,Las Delicias,,tripadvisor,,699252,6.6617394267222565,true,MEM,,2026-03-07T05:19:15.522Z
Jim 'N Nick's Bar-B-Q,United States Of America,MEMPHIS,"2359 N Germantown Pkwy, Memphis, Tn",2359 N Germantown Pkwy,35.1900495,-89.793521,TENNESSEE,2026-02-28,38016,Burgers,"burgers, barbecue, sandwiches, restaurant, bbq joint, bbq, dining and drinking, bar, american, barbeque, southern",Casual Dining,4.1,204,+1 901-388-0998,https://jimnnicks.com/,https://jimnnicks.com/,https://www.jimnnicks.com/menu/,$$,Yes,No,Yes,,https://www.tripadvisor.com/Restaurant_Review-g55197-d812486-Reviews-Jim_N_Nick_s_Bar_B_Q-Memphis_Tennessee.html,Jim 'N Nick's Bar-B-Q,,tripadvisor,,2047172,14.532610285928582,true,MEM,,2026-03-07T05:19:15.522Z
Auntie Anne's,United States Of America,MEMPHIS,"2760 N Germantown Pkwy Suite 240, Memphis, Tn",2760 N Germantown Pkwy Suite 240,35.2008295,-89.7875295,TENNESSEE,2026-02-28,38133,Italian,"italian, desserts, dining and drinking, bakery, fast food, snack place, american, pretzels, snacks",QSR,4.0,5,+1 901-373-7107,https://locations.auntieannes.com/tn/memphis/2760-n-germantown-pkwy,https://locations.auntieannes.com/tn/memphis/2760-n-germantown-pkwy,,$,Yes,No,Yes,,https://www.ubereats.com/store/auntie-annes-2760-n-germantown-pkwy-suite-240/ze_wMYHPSme43dsvRolc3Q,Auntie Anne's,,ubereats,,699598,15.29760590954462,true,MEM,,2026-03-07T05:19:15.522Z
Ben & Jerry's,United States Of America,MEMPHIS,"5007 Black Road Space 110, Memphis, Tn",5007 Black Road Space 110,35.11437,-89.895088,TENNESSEE,2026-02-28,38117,Ice Cream Parlor,"ice cream parlor, dessert shop, dining and drinking, specialty foods, american",,4.5,24,+1 901-767-3178,https://www.benjerry.com/eastmemphis,https://www.benjerry.com/eastmemphis,,$$,No,No,Yes,,https://www.ubereats.com/store/ben-%26-jerrys-east-memphis/rQdvhJ4URgK0lnpdXqowAA,Ben & Jerry's,,ubereats,,2525622,6.780515499131924,true,MEM,,2026-03-07T05:19:15.522Z
Boston Fish &amp; Wings,United States Of America,MEMPHIS,"2711 Lamar Ave Memphis, Tn",2711 Lamar Ave,35.097325,-89.97252,TENNESSEE,2026-02-28,38114,American Restaurant,"american restaurant, chicken wings, dining and drinking, fish &amp; seafood, seafood, new american restaurant, american, wings, restaurant",,4.542771084337348,1000,+1 901-310-4600,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/boston-fish-%26-wings/ih2u7M7YTCqaNTh7RSMm7g,Boston Fish &amp; Wings,,ubereats,,1057578,3.792236033000524,true,MEM,,2026-03-07T05:19:15.522Z
Cafe Cordova,United States Of America,MEMPHIS,"1150 N Germantown Pkwy Memphis, Tn",1150 N Germantown Pkwy,35.157135,-89.79297,TENNESSEE,2026-02-28,38016,Bubble Tea,"bubble tea, coffee & tea, coffee and tea, desserts, cafes",Casual Dining,4.793103448275862,21,+1 901-438-7380,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/cafe-cordova/mMAweENnRwWbU2532mXSOw,Cafe Cordova,,ubereats,,2525989,13.071080127070902,true,MEM,,2026-03-07T05:19:15.522Z
Captain D's,United States Of America,MEMPHIS,"4209 Hacks Cross Rd, Memphis, Tn 38125, 3102",4209 Hacks Cross Rd,35.033319500000005,-89.79622,TENNESSEE,2026-02-28,38125,Seafood Restaurant,"seafood restaurant, fish and chips shop, family meals, dining and drinking, seafood, fast food, american, fish and chips, restaurant, fast food restaurant",QSR,4.0,3,+1 901-752-1057,https://locations.captainds.com/ll/us/tn/memphis/4209-hacks-cross-rd,https://locations.captainds.com/ll/us/tn/memphis/4209-hacks-cross-rd,,$$,Yes,No,Yes,,https://www.ubereats.com/store/captain-ds-4209-hacks-cross-rd/5Pd5mfWSRqCWE4PUW2BRtQ,Captain D's,,ubereats,,699607,10.25031303714033,true,MEM,,2026-03-07T05:19:15.522Z
Chick-fil-A,United States Of America,BARTLETT,"2940 Kirby Whitten Rd, Bartlett, Tn",2940 Kirby Whitten Rd,35.2065315,-89.8401,TENNESSEE,2026-02-28,38134,Chicken Shop,"chicken shop, fried chicken joint, dining and drinking, chicken, fast food, american, restaurant, salad, breakfast and brunch",QSR,4.0,8,+1 901-512-5391,https://www.chick-fil-a.com/locations/tn/the-shoppes-at-bartlett,https://www.chick-fil-a.com/locations/tn/the-shoppes-at-bartlett,https://www.chick-fil-a.com/menu,$,No,Yes,Yes,,https://www.ubereats.com/store/chick-fil-a-2940-kirby-whitten-rd/kPT2na5CSoi4qEi2wrzm1g,Chick-fil-A,,ubereats,,979923,13.704793152533783,true,MEM,,2026-03-07T05:19:15.522Z
Cracker Barrel,United States Of America,LAKELAND,"9649 Davies Plantation Rd, Lakeland, Tn 38002, 7902",9649 Davies Plantation Rd,35.22198,-89.7407295,TENNESSEE,2026-02-28,38002,Burgers,"burgers, restaurant, sandwiches, breakfast & brunch, american restaurant, family meals, dining and drinking, american, southern",Casual Dining,3.6,79,+1 901-385-0976,http://www.crackerbarrel.com,http://www.crackerbarrel.com,https://www.crackerbarrel.com/menu/,$$,Yes,Yes,Yes,,https://www.ubereats.com/store/cracker-barrel-old-country-store-9649-east-davies-plantation-rds/wpsAKzrtQySLhdEP09GGJg,Cracker Barrel,,ubereats,,2174197,18.214326580599856,true,MEM,,2026-03-07T05:19:15.522Z
Crumpy's Hot Wings,United States Of America,MEMPHIS,"6250 E Shelby Dr, Memphis, Tn 38141, 7735",6250 E Shelby Dr,35.020858000000004,-89.855065,TENNESSEE,2026-02-28,38141,Burgers,"burgers, sandwiches, wings joint, new american, dining and drinking, american, restaurant",QSR,4.4,11,+1 901-368-6777,http://www.crumpysite.com,http://www.crumpysite.com,,$$,Yes,No,Yes,,https://www.ubereats.com/store/crumpys-hot-wings-memphis/AsL9-SGUXEStR9fGT36ICQ,Crumpy's Hot Wings,,ubereats,,2526602,7.053635185878359,true,MEM,,2026-03-07T05:19:15.522Z
Dairy Queen Grill & Chill,United States Of America,CORDOVA,"101 N Houston Levee Rd, Cordova, Tn 38018, 7161",101 N Houston Levee Rd,35.12885,-89.728865,TENNESSEE,2026-02-28,38018,Burgers,"burgers, ice cream parlor, american restaurant, ice cream and frozen yogurt, dining and drinking, ice cream & frozen yogurt, chicken, dessert shop, fast food, american, restaurant, fast food restaurant",QSR,3.0,5,+1 901-753-7214,https://www.dairyqueen.com/en-us/locations/tn/cordova/101-n-houston-levee-rd/11511/,https://www.dairyqueen.com/en-us/locations/tn/cordova/101-n-houston-levee-rd/11511/,https://www.dairyqueen.com/us-en/menu/food/,$,Yes,No,Yes,,https://www.ubereats.com/store/dairy-queen-grill-%26-chill-101-n-houston-levee-rd/PsFl9aGJT1SqQwBApFwC9g,Dairy Queen Grill & Chill,,ubereats,,700844,15.253568984354178,true,MEM,,2026-03-07T05:19:15.522Z
Domino's Pizza,United States Of America,GERMANTOWN,"2086 S Germantown Road, Germantown, Tn",2086 S Germantown Road,35.09196,-89.808667,TENNESSEE,2026-02-28,38138,Sandwiches,"sandwiches, pizzeria, family meals, chicken wings, dining and drinking, fast food, american, wings, restaurant, pizza",QSR,4.0,6,+1 901-756-6800,https://www.dominos.com/en/,https://www.dominos.com/en/,,$,No,No,Yes,,https://www.ubereats.com/store/dominos-2086-s-germantown-rd/PoFHmSecXou6_fyDSz1HkA,Domino's Pizza,,ubereats,,1507176,10.115873248362336,true,MEM,,2026-03-07T05:19:15.522Z
Domino's Pizza,United States Of America,MILLINGTON,"7979 Hwy 51 North, Millington, Tn",7979 Hwy 51 North,35.344295,-89.907521,TENNESSEE,2026-02-28,38053,Sandwiches,"sandwiches, pizzeria, family meals, chicken wings, dining and drinking, fast food, american, wings, restaurant, pizza",QSR,4.3,4,+1 901-873-3030,https://www.dominos.com/en/,https://www.dominos.com/en/,,$,No,No,Yes,,https://www.ubereats.com/store/dominos-7979-us-highway-51-n/7Yd3tCpXUGekwGUu67dIAg,Domino's Pizza,,ubereats,,1963517,21.1752124538494,true,MEM,,2026-03-07T05:19:15.522Z
Eat at Eric's Grill,United States Of America,MEMPHIS,Clark Tower,Clark Tower,35.11202,-89.8918,TENNESSEE,2026-02-28,38117,Burgers,"burgers, exclusive to eats, steak, sandwich, fast food, american",QSR,,0,+1 901-277-4428,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/eat-at-erics-grill/DjnDM6pyXHqNBnezC8XG4w,Eat at Eric's Grill,,ubereats,,1445395,6.793590504805257,true,MEM,,2026-03-07T05:19:15.522Z
El Happy Trailer,United States Of America,MEMPHIS,8555 Macon Road,8555 Macon Road,35.15549,-89.77824,TENNESSEE,2026-02-28,38018,Mexican,"mexican, latin american, breakfast and brunch, arepa",Casual Dining,,0,+1 901-381-6963,,,,$,Yes,No,Yes,,https://www.ubereats.com/store/el-happy-trailer/XAxg3Rn9Qdq63DzxEF2hiQ,El Happy Trailer,,ubereats,,1270100,13.679987513579979,true,MEM,,2026-03-07T05:19:15.522Z
Esmeralda's Taco Shop,United States Of America,OLIVE BRANCH,"8224 Hwy 178 Ste 100 Olive Branch, Ms",8224 Hwy 178 Ste 100,34.97449,-89.84357,MISSISSIPPI,2026-02-28,38654,New Mexican,"new mexican, tacos, latin american, beer, wine & spirits, mexican, desserts, dining and drinking, restaurant",,4.3580246913580245,34,+1 662-420-7283,,,,$$,Yes,No,Yes,Updated over 3 months ago,https://www.ubereats.com/store/esmeraldas-taco-shops/gSxXnGUjXL-RnPf-_Tj_cw,Esmeralda's Taco Shop,,ubereats,,2167474,8.883598024318747,true,MEM,,2026-03-07T05:19:15.522Z
Fino's From the Hill,United States Of America,MEMPHIS,"1853 Madison Ave, Memphis, Tn 38104, 2621",1853 Madison Ave,35.137555,-89.999505,TENNESSEE,2026-02-28,38104,Italian,"italian, italian restaurant, pasta, breakfast & brunch, deli, dining and drinking, salads, restaurant, pizza, diner",Casual Dining,4.7,3,+1 901-272-3466,http://www.finosmemphis.com/,http://www.finosmemphis.com/,,$,Yes,No,Yes,,https://www.ubereats.com/store/finos-midtown/zWu6tVieUASpY7JLnwaFWQ,Fino's From the Hill,,ubereats,,2527381,6.684669464813477,true,MEM,,2026-03-07T05:19:15.522Z
Hole in One Grill,United States Of America,MARION,303 Club Cir,303 Club Cir,35.19648,-90.20499,ARKANSAS,2026-02-28,72364,American,american,Casual Dining,,0,+1 870-739-6305,,,,$$,Yes,No,Yes,,https://www.ubereats.com/store/hole-in-one-grill/IDPSqf6EWv2pDpoeLbB0pg,Hole in One Grill,,ubereats,,1637526,16.73432021965377,true,MEM,,2026-03-07T05:19:15.522Z
Jimbo's Brickhouse BBQ,United States Of America,BYHALIA,"8600 Highway 178 W Byhalia, Ms",8600 Highway 178 W,34.87658,-89.70269,MISSISSIPPI,2026-02-28,38611,Burgers,"burgers, bbq, dining and drinking, american, barbeque, restaurant",Casual Dining,,0,+1 662-838-2714,https://jimbosbrickhousebarbeque.com/contact-us,https://jimbosbrickhousebarbeque.com/contact-us,,$$,Yes,Yes,Yes,,https://www.ubereats.com/store/jimbos-brickhouse-bbq/bR9VNq3PUpC3qYM2rEMXRw,Jimbo's Brickhouse BBQ,,ubereats,,1815475,19.29922925563522,true,MEM,,2026-03-07T05:19:15.522Z
